Gene,overall_primate,class_primate,subtype_primate,meta-cluster_primate,overall_human_NHP,class_human_NHP,subtype_human_NHP,meta-cluster_human_NHP
TRAPPC4,0.67034678,0.666539278,0.64358988,0.573881812,0.823558033,0.925415782,0.913163482,0.660487438
TRAPPC5,0.470810333,0.477082449,0.458685421,0.477609696,0.637331918,0.639034855,0.428649151,0.375641366
TRAPPC6A,0.792324841,0.775260085,0.774194975,0.678832272,0.859987615,0.722058563,0.7702362,0.774969038
TRAPPC6B,0.805138004,0.845415782,0.825675867,0.552110757,0.85282201,0.950380396,0.913039632,0.631767516
TRAPPC8,0.992048832,0.9520046,0.942406228,0.825589172,0.997655697,0.997593772,0.99412155,0.983461607
TRAPPC9,0.963573956,0.9907431,0.997558386,0.992287686,0.944196745,0.983554494,0.994789455,0.989654105
TRDMT1,0.987770701,0.995169851,0.963305025,0.727537155,0.999460368,0.997708776,0.968918082,0.806227884
TREM2,0.997066525,0.724791224,0.605934183,0.370329087,0.997620311,0.699119781,0.518842887,0.522231069
TREML1,0.996344657,0.784755839,0.683809271,0.726916136,0.997399151,0.890069887,0.781705591,0.807028485
TREML2,0.513963199,0.545705945,0.549593064,0.504122435,0.562402689,0.49717799,0.496235846,0.449044586
TRERF1,0.999971691,0.992229299,0.999324133,0.999996461,0.999991154,0.999336518,0.999681529,1
TREX2,0.54331564,0.535150389,0.581808209,0.703172328,0.726141189,0.690879335,0.747124912,0.744541755
TRH,0.766825902,0.709198514,0.743625265,0.656357042,0.847407997,0.795762562,0.771850672,0.703578379
TRHDE,1,0.999309979,0.999384289,0.999685067,1,0.999584218,0.999363057,0.999389597
TRHR,0.541868365,0.550373319,0.582077141,0.590612173,0.464729299,0.676158882,0.656426929,0.656064225
TRIAP1,0.727285916,0.564476292,0.560069002,0.461841826,0.689915074,0.368971161,0.49681971,0.42071833
TRIB1,0.993715499,0.970704176,0.953407643,0.737795471,0.999309979,0.999230361,0.987579618,0.776906405
TRIB2,0.998124558,0.999996461,0.999989384,0.999971691,0.999805379,1,1,0.999991154
TRIB3,0.602438075,0.811033263,0.746820594,0.658504954,0.685863411,0.959819533,0.932307148,0.766777247
TRIL,0.997763623,0.841820594,0.759444444,0.599449752,0.998487261,0.946315464,0.862791932,0.698376681
TRIM10,0.494794763,0.504746992,0.437169144,0.497047063,0.56346426,0.640366242,0.62254954,0.710836872
TRIM11,0.918411182,0.958777424,0.84613765,0.796978061,0.94497523,0.974323248,0.874389597,0.896452583
TRIM13,0.799253362,0.968800425,0.926556971,0.885065464,0.929591295,0.997859165,0.994103857,0.967086872
TRIM14,0.692944091,0.724720453,0.717887473,0.694874381,0.574610757,0.666989561,0.6387385,0.703122788
TRIM15,0.437979476,0.469511677,0.502377919,0.562650389,0.422841472,0.559297594,0.577972399,0.644258669
TRIM17,0.837123142,0.746058033,0.66663305,0.804193206,0.897638004,0.881068648,0.78456741,0.869125973
TRIM2,0.996178344,0.989292286,0.994090587,0.885592711,0.99866419,0.998681883,0.999911536,0.971072187
TRIM21,0.875566171,0.87259908,0.930159236,0.675677636,0.870125619,0.870643135,0.928043171,0.86031051
TRIM22,0.952866242,0.880320241,0.856861288,0.524242746,0.898584572,0.942436306,0.91618896,0.534832803
TRIM23,0.858000708,0.947699929,0.865539632,0.845054848,0.863526185,0.914574487,0.831590587,0.94878804
TRIM24,0.969929229,0.987464614,0.985672328,0.90529724,0.98393489,0.972142604,0.971647205,0.971487969
TRIM25,0.900378627,0.880175159,0.936719745,0.9135138,0.980909413,0.987062102,0.994081741,0.97081564
TRIM26,0.650955414,0.668733192,0.676463199,0.505893489,0.685244161,0.640507785,0.741940906,0.570492746
TRIM27,0.892554848,0.839911536,0.866334041,0.892466384,0.974230361,0.936792286,0.983757962,0.988751769
TRIM28,0.665509554,0.639773531,0.623075018,0.601388889,0.730688252,0.734708953,0.703622611,0.401008493
TRIM29,0.69878627,0.792606157,0.688006016,0.716491507,0.863641189,0.87511058,0.729838995,0.649911536
TRIM3,0.956553432,0.738384643,0.792468153,0.809037509,0.974734607,0.907165605,0.918816348,0.949424982
TRIM31,0.466822364,0.468000708,0.512360226,0.411487969,0.413030786,0.469046355,0.451052725,0.433802194
TRIM32,0.942763623,0.889269285,0.951059802,0.663805732,0.986491507,0.976441967,0.990277778,0.763393489
TRIM33,0.976196037,0.963846426,0.967880396,0.81576787,0.967162067,0.978697806,0.965437013,0.956475584
TRIM35,0.870714791,0.983977353,0.950226469,0.90804494,0.905732484,0.983510262,0.964154282,0.948407643
TRIM36,0.997661005,0.997639774,0.999858457,0.98645966,0.998593418,0.997717622,1,0.994139243
TRIM37,0.960304317,0.923052017,0.903285563,0.859150743,0.993674805,0.997753008,0.986619781,0.91643666
TRIM38,0.996896674,0.825088464,0.643635881,0.683699575,0.996549894,0.895607749,0.744736377,0.869745223
TRIM4,0.761203114,0.894522293,0.722590234,0.712160297,0.777645081,0.943480184,0.832767162,0.75329087
TRIM40,0.506514508,0.529000354,0.50638535,0.650893489,0.484607219,0.500734253,0.621023531,0.604445329
TRIM41,0.884030432,0.85423213,0.850746638,0.83334041,0.930882873,0.931909059,0.951751592,0.892095718
TRIM42,0.619911536,0.639686837,0.662045294,0.695750177,0.657245223,0.624933652,0.73089172,0.744736377
TRIM44,0.997445152,0.99940552,0.996242038,0.980245931,0.998274947,0.999699222,0.998575725,0.996342003
TRIM45,0.844759377,0.910787332,0.919214437,0.792556617,0.924858457,0.97378804,0.990507785,0.852507962
TRIM46,0.996652512,0.923204176,0.936185421,0.92368719,0.999194975,0.995877565,0.993055556,0.971518931
TRIM47,0.973071479,0.868529724,0.876542817,0.6245046,0.977149682,0.941370311,0.991498585,0.828609342
TRIM5,0.857940552,0.817167374,0.563402335,0.583947275,0.949327672,0.970572364,0.674279016,0.617816702
TRIM50,0.653857042,0.529884996,0.722328379,0.619072895,0.782678698,0.614371019,0.785752831,0.783488146
TRIM54,0.998397028,0.980412243,0.920300778,0.885256546,0.998973815,0.983572187,0.965525478,0.97634908
TRIM55,0.999734607,0.933105096,0.856066879,0.947016985,0.99987615,0.953343949,0.952715853,0.905431706
TRIM56,0.999111819,0.743600495,0.721679052,0.471675513,0.998867657,0.73258581,0.787853857,0.57464172
TRIM58,0.881924982,0.960357396,0.911663128,0.864069356,0.964870842,0.996231423,0.974053432,0.978167021
TRIM59,0.882384996,0.836516277,0.828522647,0.575311394,0.919373673,0.992100142,0.985836872,0.694068471
TRIM62,0.998888889,0.99977707,0.995194621,0.961779901,0.999902689,0.999991154,0.996992215,0.990215853
TRIM63,0.969649682,0.797446921,0.779071125,0.842278839,0.942622081,0.648159943,0.572726469,0.746408351
TRIM65,0.687770701,0.812724699,0.854025124,0.775044232,0.796992215,0.909014508,0.971797594,0.930750177
TRIM66,0.949631989,0.995728946,0.998550955,0.999907997,0.947584926,0.999654989,0.999672682,1
TRIM67,0.999447983,0.999589526,0.992765393,0.951401274,0.999849611,0.999920382,0.999079972,0.977875088
TRIM68,0.508347488,0.573888889,0.643536801,0.748749115,0.52143489,0.669090587,0.606232307,0.78221426
TRIM69,0.775205237,0.740015924,0.516323425,0.485537863,0.872195683,0.916733015,0.735292817,0.645329087
TRIM7,0.75460368,0.807538924,0.900116773,0.767292994,0.807899858,0.841020878,0.978246638,0.721452583
TRIM71,0.949946921,0.99111465,0.956992215,0.831542817,0.938844657,0.980201699,0.926786978,0.845912951
TRIM77,0.648124558,0.708556263,0.680422859,0.602130219,0.714915074,0.725168082,0.695514862,0.631152689
TRIM8,0.995534324,0.990587403,0.962919321,0.791923213,0.998310333,0.998487261,0.989508139,0.854109165
TRIM9,0.999550602,0.99987615,0.996472045,0.972593772,1,1,0.999778839,0.990587403
TRIML1,0.550697098,0.668980892,0.491242038,0.487082449,0.583386412,0.594718684,0.418568648,0.287712314
TRIML2,0.486082803,0.440808563,0.50490092,0.63242569,0.462216914,0.39891189,0.491166844,0.598000708
TRIO,0.998255485,0.999978769,0.999458599,0.993421798,0.999734607,1,0.999982307,0.99705414
TRIOBP,0.951277424,0.89930644,0.908177636,0.641910828,0.980139774,0.993559802,0.987999823,0.821178344
TRIP10,0.983411182,0.881847134,0.837864473,0.730360934,0.986049186,0.917104565,0.915352972,0.737504423
TRIP11,0.742947629,0.730100849,0.746886058,0.907765393,0.868931352,0.876388889,0.872965322,0.928795117
TRIP12,0.999907997,0.998384643,0.9995046,0.996641897,0.999991154,0.999973461,0.999982307,0.999893843
TRIP13,0.795286624,0.791408351,0.820943029,0.666277424,0.854945152,0.949699222,0.965114119,0.801282732
TRIP4,0.855293701,0.971268577,0.944446214,0.89455414,0.854131281,0.957952937,0.892944975,0.896231423
TRIP6,0.983106865,0.754258669,0.785309625,0.921121727,0.991843595,0.952985669,0.973549186,0.855900566
TRIQK,0.982572541,0.970077849,0.995008846,0.983455414,0.998301486,0.990932413,0.999991154,0.999778839
TRIT1,0.972618542,0.98502477,0.988082095,0.962009908,0.983333333,0.979095895,0.979706299,0.983554494
TRMT1,0.960739561,0.965552017,0.932478769,0.926886058,0.934952229,0.96153574,0.900150389,0.873239561
TRMT10A,0.67435598,0.722609696,0.680626327,0.776371196,0.798080326,0.871364119,0.825022116,0.910562633
TRMT10B,0.484571833,0.520741331,0.604150743,0.610734253,0.393878273,0.453374912,0.527255839,0.712402689
TRMT10C,0.682197452,0.853066171,0.816364119,0.729594834,0.699071125,0.881391543,0.802671621,0.814662951
TRMT11,0.792501769,0.75358988,0.747721161,0.753816348,0.582952937,0.766702052,0.694218861,0.769771762
TRMT112,0.601422505,0.634973461,0.771309271,0.686514508,0.670912951,0.618082095,0.818374027,0.759571833
TRMT12,0.874423213,0.730589172,0.697537155,0.750905874,0.82707891,0.572947629,0.485907643,0.6617569
TRMT13,0.976648974,0.888595188,0.796549894,0.731042109,0.990861642,0.981997523,0.882457537,0.805701522
TRMT1L,0.848428875,0.907852088,0.858768577,0.90096426,0.918701345,0.929958422,0.942250531,0.977662774
TRMT2A,0.901663128,0.722179759,0.809828379,0.848444798,0.8889862,0.758289101,0.806457891,0.811730361
TRMT2B,0.799957537,0.957535386,0.920918259,0.939570064,0.82403574,0.950411359,0.954370134,0.95527247
TRMT44,0.965930644,0.909462137,0.837958245,0.885665251,0.980661713,0.955613057,0.886845364,0.897098372
TRMT5,0.711748054,0.676353503,0.659154282,0.521307502,0.832333687,0.859819533,0.86248673,0.745851026
TRMT6,0.926390658,0.608964968,0.664577141,0.62856511,0.897390304,0.311203999,0.377131989,0.698504954
TRMT61A,0.826903751,0.770836872,0.712215145,0.673021939,0.853476645,0.772469922,0.638411182,0.563990623
TRMT61B,0.812402689,0.892825548,0.898214791,0.867632696,0.618710191,0.930086695,0.944815994,0.886296886
TRMU,0.906974522,0.777085987,0.829861996,0.828358103,0.91913482,0.808992392,0.850451168,0.881192498
TRNAU1AP,0.936266808,0.949322364,0.952363765,0.949285209,0.945621019,0.992887473,0.999398443,0.974646143
TRNP1,0.969571833,0.97655874,0.992415074,0.979125973,0.991268577,0.99793436,0.998469568,0.961456122
TRNT1,0.742618542,0.692685775,0.748676575,0.856983369,0.773443029,0.767768047,0.792462845,0.792732661
TROAP,0.688673036,0.773591649,0.817231069,0.665424628,0.593940198,0.700468861,0.781922328,0.662318648
TRPA1,0.763121019,0.898294409,0.842239915,0.647823779,0.72047063,0.82733988,0.705099965,0.595214084
TRPC1,0.95348903,0.931075725,0.98455414,0.974971691,0.961305732,0.908373142,0.981564048,0.981794055
TRPC3,0.997745931,0.999915074,0.999915074,0.98161005,0.999716914,0.999982307,0.999849611,0.994223284
TRPC4,0.995332626,0.999968153,0.999978769,0.974918613,0.991967445,0.999938075,0.999946921,0.987446921
TRPC4AP,0.9497523,0.990856334,0.922024062,0.740500708,0.974539986,0.999858457,0.997753008,0.88763712
TRPC5,0.999451522,0.981567587,0.995201699,0.999472753,0.999964614,0.983625265,0.99361288,0.999433829
TRPC5OS,0.959511677,0.980293701,0.982328379,0.961797594,0.986606511,0.988924275,0.999778839,0.973920736
TRPC6,0.990095541,0.972241684,0.960744869,0.999051663,0.997169144,0.988393489,0.933793347,0.999911536
TRPC7,0.956765747,0.879644374,0.858681883,0.785831564,0.949345364,0.900176929,0.911836518,0.69522293
TRPM1,0.703945506,0.852384996,0.803550955,0.807494692,0.773301486,0.836332272,0.771536624,0.828582803
TRPM2,0.990244161,0.999508139,0.999547063,0.97754954,0.997655697,0.999292286,0.999955768,0.996771054
TRPM3,0.993004246,0.996280962,0.999723992,0.998305025,0.994329441,0.995373319,0.999557679,0.999557679
TRPM4,0.918474876,0.966043878,0.9332661,0.92482661,0.955352088,0.982541578,0.93652247,0.99655874
TRPM5,0.478683652,0.537071833,0.498918967,0.444097665,0.506369427,0.691224345,0.642812279,0.440357396
TRPM7,0.976638358,0.959711607,0.930283086,0.90480184,0.983412951,0.991520701,0.996576433,0.995276008
TRPM8,0.689982307,0.461551663,0.545796178,0.6117339,0.677140835,0.44570506,0.598429759,0.682656582
TRPS1,1,1,0.999939844,1,1,1,1,1
TRPT1,0.947193914,0.994991154,0.978586341,0.930918259,0.937924628,0.99351557,0.964636412,0.833408528
TRPV1,0.755973107,0.773216561,0.70113942,0.624550602,0.788092711,0.788004246,0.767993631,0.713269639
TRPV2,0.973188252,0.99915959,0.992806086,0.931378273,0.985774947,0.999840764,0.990976645,0.939198514
TRPV3,0.894699222,0.947531847,0.91967799,0.802183298,0.940852795,0.993418259,0.966516277,0.928082979
TRPV4,0.841999292,0.841571125,0.721500354,0.690654636,0.9009908,0.848987084,0.596841826,0.580139774
TRPV5,0.842452229,0.752878627,0.690674098,0.593278485,0.909111819,0.756227884,0.731586164,0.645271585
TRPV6,0.955449398,0.962661005,0.949953999,0.845753715,0.986624204,0.992299186,0.996284501,0.909324133
TRRAP,0.773857042,0.800794409,0.712554848,0.729593064,0.948717268,0.919559448,0.835739561,0.895227353
TRUB1,0.95552017,0.99264862,0.998566879,0.883478415,0.990613942,0.99913305,0.999716914,0.937402689
TRUB2,0.855849257,0.795681175,0.61012385,0.472929936,0.920603326,0.920125619,0.754467445,0.610987261
TSACC,0.731291578,0.718536801,0.755343241,0.591716207,0.722231069,0.680511323,0.718710191,0.631037686
TSC1,0.788036093,0.994720453,0.99482661,0.954171975,0.800221161,0.998000708,0.995930644,0.998655343
TSC22D1,0.963814579,0.985751946,0.987393843,0.82356334,0.990728946,0.999265747,0.997938783,0.97548213
TSC22D2,0.993980892,0.967783086,0.937478769,0.889656759,0.997284147,0.997284147,0.999557679,0.992657466
TSC22D3,0.98101557,0.992661005,0.986581741,0.960435244,0.986146497,0.991932059,0.987738854,0.907873319
TSC22D4,0.801404812,0.893720807,0.948945506,0.869923921,0.835226469,0.962597311,0.982767162,0.921041224
TSEN15,0.981004954,0.996751592,0.916229653,0.735251238,0.996328733,0.999274593,0.924004777,0.773743808
TSEN2,0.737084218,0.801670205,0.770622788,0.722570771,0.765330856,0.863778309,0.780546709,0.877308917
TSEN34,0.659699222,0.74628804,0.647416844,0.703604034,0.828299717,0.945107926,0.862075372,0.878388181
TSEN54,0.896125265,0.931924982,0.924992923,0.811836518,0.896576433,0.917980361,0.941763977,0.760752831
TSG101,0.830417551,0.909736377,0.641618896,0.636827672,0.895904105,0.978750885,0.812973284,0.760142427
TSGA10,0.950537863,0.692944091,0.716783439,0.83588995,0.962561925,0.871594126,0.759943383,0.779378981
TSGA10IP,0.555785563,0.610955414,0.661916136,0.593351026,0.683881812,0.735646674,0.813552725,0.634907997
TSGA13,0.576967445,0.642358457,0.688527955,0.689451522,0.745506016,0.775451168,0.733952583,0.867958245
TSHB,0.770109696,0.741871904,0.772889243,0.725882873,0.899416136,0.988995046,0.950822718,0.870006192
TSHR,0.757009908,0.913156405,0.872292994,0.72497523,0.880529016,0.993586341,0.977415074,0.889720453
TSHZ1,0.995003539,0.997689314,0.999048125,0.987523001,0.999398443,0.999920382,0.9992569,0.977883935
TSHZ2,0.999957537,0.999953999,0.999709837,0.992126681,0.999938075,0.999955768,0.999469214,0.995762562
TSHZ3,0.999996461,0.999497523,0.999982307,0.999865534,0.999991154,0.99962845,0.999955768,0.999699222
TSKS,0.815435244,0.740120311,0.807873319,0.855385704,0.851035032,0.814291401,0.852799894,0.880414013
TSKU,0.972579618,0.887553079,0.739711607,0.854324133,0.975362703,0.876742746,0.795881989,0.929732838
TSLP,0.522968861,0.517034678,0.661466737,0.687783086,0.60846603,0.685925336,0.790189314,0.790423744
TSN,0.781203114,0.648791578,0.720046001,0.601250885,0.851618896,0.802154105,0.876866596,0.649296709
TSNARE1,0.95967799,0.953163482,0.948085633,0.990838641,0.957404459,0.908306794,0.885845718,0.993577495
TSNAX,0.531825902,0.663122788,0.677523001,0.599191437,0.36579087,0.616945329,0.675707714,0.697607042
TSPAN1,0.731316348,0.722715853,0.747133758,0.834907997,0.792197452,0.83751327,0.903512031,0.897885704
TSPAN10,0.661822364,0.711887827,0.585146851,0.469115357,0.506935598,0.734894728,0.560040694,0.493980007
TSPAN11,0.952717622,0.99398443,0.97401097,0.849168436,0.973009554,0.995833333,0.979909766,0.818042286
TSPAN12,0.808552725,0.73348903,0.841176575,0.65022293,0.85415782,0.776357926,0.897766277,0.792794586
TSPAN13,0.984037509,0.946395966,0.94693029,0.970383935,0.980918259,0.952481423,0.921019108,0.976167728
TSPAN14,0.98943029,0.999978769,0.999932767,0.981319887,0.989861996,0.999964614,0.999991154,0.974044586
TSPAN15,0.966500354,0.999959306,0.984621373,0.94779724,0.937438075,0.999924805,0.974194975,0.923106865
TSPAN16,0.828319179,0.830175159,0.89623673,0.912783086,0.861296886,0.868953468,0.880741331,0.959859342
TSPAN17,0.992830856,0.982629158,0.930474168,0.828257254,0.996594126,0.98466472,0.934523178,0.9264862
TSPAN18,0.929221515,0.97460368,0.988566879,0.988775655,0.967073602,0.944780609,0.978242215,0.998920736
TSPAN19,0.759398443,0.679971691,0.689136589,0.630203468,0.862800778,0.786730361,0.853618188,0.717989207
TSPAN2,0.9967339,0.999946921,0.995905874,0.978260793,0.99730184,0.999867304,0.993851734,0.996346426
TSPAN3,0.779140127,0.955875796,0.978225407,0.937592003,0.777397381,0.998239561,0.994541755,0.964906228
TSPAN31,0.908527955,0.922469922,0.802586695,0.780244161,0.871222576,0.895935067,0.750654636,0.724199398
TSPAN32,0.655208776,0.71138712,0.685813871,0.748566879,0.631988677,0.724756723,0.698456299,0.788703114
TSPAN33,0.993506723,0.999377212,0.999026893,0.999755839,0.991958599,0.999389597,0.99903574,0.999920382
TSPAN4,0.858697806,0.944278132,0.95455414,0.719906228,0.85955414,0.929312633,0.949354211,0.737906936
TSPAN5,0.997724699,0.999274593,0.998481953,0.925116773,0.996346426,0.998345718,0.999902689,0.987544232
TSPAN6,0.904692144,0.794152512,0.798653574,0.710038924,0.921903751,0.952693737,0.94584218,0.901194268
TSPAN7,0.989844303,0.987843241,0.998294409,0.996967445,0.997735315,0.986863057,0.999451522,0.995824487
TSPAN8,0.543220099,0.712354919,0.719417905,0.65876327,0.492569002,0.729693029,0.662411536,0.699358634
TSPAN9,0.963379335,0.833586341,0.864042817,0.906109342,0.974823071,0.844364827,0.854122435,0.825561748
TSPO,0.945502477,0.678676575,0.650339703,0.660605096,0.95145966,0.897372611,0.844448868,0.852476999
TSPYL1,0.911641897,0.9207661,0.831542817,0.841270347,0.883625265,0.883364296,0.735328202,0.786226115
TSPYL2,0.996464968,0.97866242,0.94858811,0.884957537,0.994621373,0.983554494,0.996072187,0.948363411
TSPYL4,0.839065817,0.81440552,0.810215853,0.797399151,0.836500354,0.783289101,0.758351026,0.758337757
TSPYL5,0.753803963,0.579647912,0.670230007,0.593448337,0.800106157,0.669307325,0.766600318,0.642794586
TSPYL6,0.67094126,0.786532201,0.798151097,0.625543171,0.796532201,0.790494515,0.781121727,0.469935421
TSR1,0.740934183,0.571737438,0.629409059,0.501477353,0.841171267,0.60831564,0.768104211,0.621983369
